Postcode;Locality;Municipality;Province;
4970;Francorchamps;STAVELOT;Luik;
4970;Stavelot;STAVELOT;Luik;
4980;Fosse;TROIS-PONTS;Luik;
4980;Trois-Ponts;TROIS-PONTS;Luik;
4980;Wanne;TROIS-PONTS;Luik;
4983;Basse-Bodeux;TROIS-PONTS;Luik;
4987;Chevron;STOUMONT;Luik;
4987;La Gleize;STOUMONT;Luik;
4987;Lorcé;STOUMONT;Luik;
4987;Rahier;STOUMONT;Luik;
4987;Stoumont;STOUMONT;Luik;
4990;Arbrefontaine;LIERNEUX;Luik;
4990;Bra;LIERNEUX;Luik;
4990;Lierneux;LIERNEUX;Luik;
5000;Beez;NAMUR;Namen;
5000;Namur;NAMUR;Namen;
5001;Belgrade;NAMUR;Namen;
5002;Saint-Servais;NAMUR;Namen;
5003;Saint-Marc;NAMUR;Namen;
5004;Bouge;NAMUR;Namen;
5020;Champion;NAMUR;Namen;
5020;Daussoulx;NAMUR;Namen;
5020;Flawinne;NAMUR;Namen;
5020;Malonne;NAMUR;Namen;
5020;Suarlée;NAMUR;Namen;
5020;Temploux;NAMUR;Namen;
5020;Vedrin;NAMUR;Namen;
5021;Boninne;NAMUR;Namen;
5022;Cognelée;NAMUR;Namen;
5024;Gelbressée;NAMUR;Namen;
5024;Marche-les-Dames;NAMUR;Namen;
5030;Beuzet;GEMBLOUX;Namen;
5030;Ernage;GEMBLOUX;Namen;
5030;Gembloux;GEMBLOUX;Namen;
5030;Grand-Manil;GEMBLOUX;Namen;
5030;Lonzée;GEMBLOUX;Namen;
5030;Sauvenière;GEMBLOUX;Namen;
5031;Grand-Leez;GEMBLOUX;Namen;
5032;Bossière;GEMBLOUX;Namen;
5032;Bothey;GEMBLOUX;Namen;
5032;Corroy-le-Château;GEMBLOUX;Namen;
5032;Isnes;GEMBLOUX;Namen;
5032;Mazy;GEMBLOUX;Namen;
5060;Arsimont;SAMBREVILLE;Namen;
5060;Auvelais;SAMBREVILLE;Namen;
5060;Falisolle;SAMBREVILLE;Namen;
5060;Keumiée;SAMBREVILLE;Namen;
5060;Moignelée;SAMBREVILLE;Namen;
5060;Tamines;SAMBREVILLE;Namen;
5060;Velaine-sur-Sambre;SAMBREVILLE;Namen;
5070;Aisemont;FOSSES-LA-VILLE;Namen;
5070;Fosses-la-Ville;FOSSES-LA-VILLE;Namen;
5070;Le Roux;FOSSES-LA-VILLE;Namen;
5070;Sart-Eustache;FOSSES-LA-VILLE;Namen;
5070;Sart-Saint-Laurent;FOSSES-LA-VILLE;Namen;
5070;Vitrival;FOSSES-LA-VILLE;Namen;
5080;Emines;LA BRUYÈRE;Namen;
5080;Rhisnes;LA BRUYÈRE;Namen;
5080;Villers-lez-Heest;LA BRUYÈRE;Namen;
5080;Warisoulx;LA BRUYÈRE;Namen;
5081;Bovesse;LA BRUYÈRE;Namen;
5081;Meux;LA BRUYÈRE;Namen;
5081;Saint-Denis-Bovesse;LA BRUYÈRE;Namen;
5100;Dave;NAMUR;Namen;
5100;Jambes;NAMUR;Namen;
5100;Naninne;NAMUR;Namen;
5100;Wépion;NAMUR;Namen;
5100;Wierde;NAMUR;Namen;
5101;Erpent;NAMUR;Namen;
5101;Lives-sur-Meuse;NAMUR;Namen;
5101;Loyers;NAMUR;Namen;
5140;Boignée;SOMBREFFE;Namen;
5140;Ligny;SOMBREFFE;Namen;
5140;Sombreffe;SOMBREFFE;Namen;
5140;Tongrinne;SOMBREFFE;Namen;
5150;Floreffe;FLOREFFE;Namen;
5150;Floriffoux;FLOREFFE;Namen;
5150;Franière;FLOREFFE;Namen;
5150;Soye;FLOREFFE;Namen;
5170;Arbre;PROFONDEVILLE;Namen;
5170;Bois-de-Villers;PROFONDEVILLE;Namen;
5170;Lesve;PROFONDEVILLE;Namen;
5170;Lustin;PROFONDEVILLE;Namen;
5170;Profondeville;PROFONDEVILLE;Namen;
5170;Rivière;PROFONDEVILLE;Namen;
5190;Balâtre;JEMEPPE-SUR-SAMBRE;Namen;
5190;Ham-sur-Sambre;JEMEPPE-SUR-SAMBRE;Namen;
5190;Jemeppe-sur-Sambre;JEMEPPE-SUR-SAMBRE;Namen;
5190;Mornimont;JEMEPPE-SUR-SAMBRE;Namen;
5190;Moustier-sur-Sambre;JEMEPPE-SUR-SAMBRE;Namen;
5190;Onoz;JEMEPPE-SUR-SAMBRE;Namen;
5190;Saint-Martin;JEMEPPE-SUR-SAMBRE;Namen;
5190;Spy;JEMEPPE-SUR-SAMBRE;Namen;
5300;Andenne;ANDENNE;Namen;
5300;Bonneville;ANDENNE;Namen;
5300;Coutisse;ANDENNE;Namen;
5300;Landenne;ANDENNE;Namen;
5300;Maizeret;ANDENNE;Namen;
5300;Namêche;ANDENNE;Namen;
5300;Sclayn;ANDENNE;Namen;
5300;Seilles;ANDENNE;Namen;
5300;Thon;ANDENNE;Namen;
5300;Vezin;ANDENNE;Namen;
5310;Aische-en-Refail;EGHEZÉE;Namen;
5310;Bolinne;EGHEZÉE;Namen;
5310;Boneffe;EGHEZÉE;Namen;
5310;Branchon;EGHEZÉE;Namen;
5310;Dhuy;EGHEZÉE;Namen;
5310;Eghezée;EGHEZÉE;Namen;
5310;Hanret;EGHEZÉE;Namen;
5310;Leuze;EGHEZÉE;Namen;
5310;Liernu;EGHEZÉE;Namen;
5310;Longchamps;EGHEZÉE;Namen;
5310;Mehaigne;EGHEZÉE;Namen;
5310;Noville-sur-Mehaigne;EGHEZÉE;Namen;
5310;Saint-Germain;EGHEZÉE;Namen;
5310;Taviers;EGHEZÉE;Namen;
5310;Upigny;EGHEZÉE;Namen;
5310;Waret-la-Chaussée;EGHEZÉE;Namen;
5330;Assesse;ASSESSE;Namen;
5330;Maillen;ASSESSE;Namen;
5330;Sart-Bernard;ASSESSE;Namen;
5332;Crupet;ASSESSE;Namen;
5333;Sorinne-la-Longue;ASSESSE;Namen;
5334;Florée;ASSESSE;Namen;
5336;Courrière;ASSESSE;Namen;
5340;Faulx-les-Tombes;GESVES;Namen;
5340;Gesves;GESVES;Namen;
5340;Haltinne;GESVES;Namen;
5340;Mozet;GESVES;Namen;
5340;Sorée;GESVES;Namen;
5350;Evelette;OHEY;Namen;
5350;Ohey;OHEY;Namen;
5351;Haillot;OHEY;Namen;
5352;Perwez-Haillot;OHEY;Namen;
5353;Goesnes;OHEY;Namen;
5354;Jallet;OHEY;Namen;
5360;Hamois;HAMOIS;Namen;
5360;Natoye;HAMOIS;Namen;
5361;Mohiville;HAMOIS;Namen;
5361;Scy;HAMOIS;Namen;
5362;Achet;HAMOIS;Namen;
5363;Emptinne;HAMOIS;Namen;
5364;Schaltin;HAMOIS;Namen;
5370;Barvaux-Condroz;HAVELANGE;Namen;
5370;Flostoy;HAVELANGE;Namen;
5370;Havelange;HAVELANGE;Namen;
5370;Jeneffe;HAVELANGE;Namen;
5370;Porcheresse;HAVELANGE;Namen;
5370;Verlée;HAVELANGE;Namen;
5372;Méan;HAVELANGE;Namen;
5374;Maffe;HAVELANGE;Namen;
5376;Miécret;HAVELANGE;Namen;
5377;Baillonville;SOMME-LEUZE;Namen;
5377;Bonsin;SOMME-LEUZE;Namen;
5377;Heure;SOMME-LEUZE;Namen;
5377;Hogne;SOMME-LEUZE;Namen;
5377;Nettinne;SOMME-LEUZE;Namen;
5377;Noiseux;SOMME-LEUZE;Namen;
5377;Sinsin;SOMME-LEUZE;Namen;
5377;Somme-Leuze;SOMME-LEUZE;Namen;
5377;Waillet;SOMME-LEUZE;Namen;
5380;Bierwart;FERNELMONT;Namen;
5380;Cortil-Wodon;FERNELMONT;Namen;
5380;Forville;FERNELMONT;Namen;
5380;Franc-Waret;FERNELMONT;Namen;
5380;Hemptinne;FERNELMONT;Namen;
5380;Hingeon;FERNELMONT;Namen;
5380;Marchovelette;FERNELMONT;Namen;
5380;Noville-les-Bois;FERNELMONT;Namen;
5380;Pontillas;FERNELMONT;Namen;
5380;Tillier;FERNELMONT;Namen;
5500;Anseremme;DINANT;Namen;
5500;Bouvignes-sur-Meuse;DINANT;Namen;
5500;Dinant;DINANT;Namen;
5500;Dréhance;DINANT;Namen;
5500;Falmagne;DINANT;Namen;
5500;Falmignoul;DINANT;Namen;
5500;Furfooz;DINANT;Namen;
5501;Lisogne;DINANT;Namen;
5502;Thynes;DINANT;Namen;
5503;Sorinnes;DINANT;Namen;
5504;Foy-Notre-Dame;DINANT;Namen;
5520;Anthée;ONHAYE;Namen;
5520;Onhaye;ONHAYE;Namen;
5521;Serville;ONHAYE;Namen;
5522;Falaën;ONHAYE;Namen;
5523;Sommière;ONHAYE;Namen;
5523;Weillen;ONHAYE;Namen;
5524;Gérin;ONHAYE;Namen;
5530;Dorinne;YVOIR;Namen;
5530;Durnal;YVOIR;Namen;
5530;Evrehailles;YVOIR;Namen;
5530;Godinne;YVOIR;Namen;
5530;Houx;YVOIR;Namen;
5530;Mont;YVOIR;Namen;
5530;Purnode;YVOIR;Namen;
5530;Spontin;YVOIR;Namen;
5530;Yvoir;YVOIR;Namen;
5537;Anhée;ANHÉE;Namen;
5537;Annevoie-Rouillon;ANHÉE;Namen;
5537;Bioul;ANHÉE;Namen;
5537;Denée;ANHÉE;Namen;
5537;Haut-le-Wastia;ANHÉE;Namen;
5537;Sosoye;ANHÉE;Namen;
5537;Warnant;ANHÉE;Namen;
5540;Hastière-Lavaux;HASTIÈRE;Namen;
5540;Hermeton-sur-Meuse;HASTIÈRE;Namen;
5540;Waulsort;HASTIÈRE;Namen;
5541;Hastière-par-Delà;HASTIÈRE;Namen;
5542;Blaimont;HASTIÈRE;Namen;
5543;Heer;HASTIÈRE;Namen;
5544;Agimont;HASTIÈRE;Namen;
5550;Alle;VRESSE-SUR-SEMOIS;Namen;
5550;Bagimont;VRESSE-SUR-SEMOIS;Namen;
5550;Bohan;VRESSE-SUR-SEMOIS;Namen;
5550;Chairière;VRESSE-SUR-SEMOIS;Namen;
5550;Laforêt;VRESSE-SUR-SEMOIS;Namen;
5550;Membre;VRESSE-SUR-SEMOIS;Namen;
5550;Mouzaive;VRESSE-SUR-SEMOIS;Namen;
5550;Nafraiture;VRESSE-SUR-SEMOIS;Namen;
5550;Orchimont;VRESSE-SUR-SEMOIS;Namen;
5550;Pussemange;VRESSE-SUR-SEMOIS;Namen;
5550;Sugny;VRESSE-SUR-SEMOIS;Namen;
5550;Vresse-sur-Semois;VRESSE-SUR-SEMOIS;Namen;
5555;Baillamont;BIÈVRE;Namen;
5555;Bellefontaine;BIÈVRE;Namen;
5555;Bièvre;BIÈVRE;Namen;
5555;Cornimont;BIÈVRE;Namen;
5555;Graide;BIÈVRE;Namen;
5555;Gros-Fays;BIÈVRE;Namen;
5555;Monceau-en-Ardenne;BIÈVRE;Namen;
5555;Naomé;BIÈVRE;Namen;
5555;Oizy;BIÈVRE;Namen;
5555;Petit-Fays;BIÈVRE;Namen;
5560;Ciergnon;HOUYET;Namen;
5560;Finnevaux;HOUYET;Namen;
5560;Houyet;HOUYET;Namen;
5560;Hulsonniaux;HOUYET;Namen;
5560;Mesnil-Eglise;HOUYET;Namen;
5560;Mesnil-Saint-Blaise;HOUYET;Namen;
5561;Celles;HOUYET;Namen;
5562;Custinne;HOUYET;Namen;
5563;Hour;HOUYET;Namen;
5564;Wanlin;HOUYET;Namen;
5570;Baronville;BEAURAING;Namen;
5570;Beauraing;BEAURAING;Namen;
5570;Dion;BEAURAING;Namen;
5570;Felenne;BEAURAING;Namen;
5570;Feschaux;BEAURAING;Namen;
5570;Honnay;BEAURAING;Namen;
5570;Javingue;BEAURAING;Namen;
5570;Vonêche;BEAURAING;Namen;
5570;Wancennes;BEAURAING;Namen;
5570;Winenne;BEAURAING;Namen;
5571;Wiesme;BEAURAING;Namen;
5572;Focant;BEAURAING;Namen;
5573;Martouzin-Neuville;BEAURAING;Namen;
5574;Pondrôme;BEAURAING;Namen;
5575;Bourseigne-Neuve;GEDINNE;Namen;
5575;Bourseigne-Vieille;GEDINNE;Namen;
5575;Gedinne;GEDINNE;Namen;
5575;Houdremont;GEDINNE;Namen;
5575;Louette-Saint-Denis;GEDINNE;Namen;
5575;Louette-Saint-Pierre;GEDINNE;Namen;
5575;Malvoisin;GEDINNE;Namen;
5575;Patignies;GEDINNE;Namen;
5575;Rienne;GEDINNE;Namen;
5575;Sart-Custinne;GEDINNE;Namen;
5575;Vencimont;GEDINNE;Namen;
5575;Willerzie;GEDINNE;Namen;
5576;Froidfontaine;BEAURAING;Namen;
5580;Ave-et-Auffe;ROCHEFORT;Namen;
5580;Buissonville;ROCHEFORT;Namen;
5580;Eprave;ROCHEFORT;Namen;
5580;Han-sur-Lesse;ROCHEFORT;Namen;
5580;Jemelle;ROCHEFORT;Namen;
5580;Lavaux-Sainte-Anne;ROCHEFORT;Namen;
5580;Lessive;ROCHEFORT;Namen;
5580;Mont-Gauthier;ROCHEFORT;Namen;
5580;Rochefort;ROCHEFORT;Namen;
5580;Villers-sur-Lesse;ROCHEFORT;Namen;
5580;Wavreille;ROCHEFORT;Namen;
5590;Achêne;CINEY;Namen;
5590;Braibant;CINEY;Namen;
5590;Chevetogne;CINEY;Namen;
5590;Ciney;CINEY;Namen;
5590;Conneux;CINEY;Namen;
5590;Haversin;CINEY;Namen;
5590;Leignon;CINEY;Namen;
5590;Pessoux;CINEY;Namen;
5590;Serinchamps;CINEY;Namen;
5590;Sovet;CINEY;Namen;
5600;Fagnolle;PHILIPPEVILLE;Namen;
5600;Franchimont;PHILIPPEVILLE;Namen;
5600;Jamagne;PHILIPPEVILLE;Namen;
5600;Jamiolle;PHILIPPEVILLE;Namen;
5600;Merlemont;PHILIPPEVILLE;Namen;
5600;Neuville;PHILIPPEVILLE;Namen;
5600;Omezée;PHILIPPEVILLE;Namen;
5600;Philippeville;PHILIPPEVILLE;Namen;
5600;Roly;PHILIPPEVILLE;Namen;
5600;Romedenne;PHILIPPEVILLE;Namen;
5600;Samart;PHILIPPEVILLE;Namen;
5600;Sart-en-Fagne;PHILIPPEVILLE;Namen;
5600;Sautour;PHILIPPEVILLE;Namen;
5600;Surice;PHILIPPEVILLE;Namen;
5600;Villers-en-Fagne;PHILIPPEVILLE;Namen;
5600;Villers-le-Gambon;PHILIPPEVILLE;Namen;
5600;Vodecée;PHILIPPEVILLE;Namen;
5620;Corenne;FLORENNES;Namen;
5620;Flavion;FLORENNES;Namen;
5620;Florennes;FLORENNES;Namen;
5620;Hemptinne-lez-Florennes;FLORENNES;Namen;
5620;Morville;FLORENNES;Namen;
5620;Rosée;FLORENNES;Namen;
5620;Saint-Aubin;FLORENNES;Namen;
5621;Hanzinelle;FLORENNES;Namen;
5621;Hanzinne;FLORENNES;Namen;
5621;Morialmé;FLORENNES;Namen;
5621;Thy-le-Bauduin;FLORENNES;Namen;
5630;Cerfontaine;CERFONTAINE;Namen;
5630;Daussois;CERFONTAINE;Namen;
5630;Senzeilles;CERFONTAINE;Namen;
5630;Silenrieux;CERFONTAINE;Namen;
5630;Soumoy;CERFONTAINE;Namen;
5630;Villers-Deux-Eglises;CERFONTAINE;Namen;
5640;Biesme;METTET;Namen;
5640;Biesmerée;METTET;Namen;
5640;Graux;METTET;Namen;
5640;Mettet;METTET;Namen;
5640;Oret;METTET;Namen;
5640;Saint-Gérard;METTET;Namen;
5641;Furnaux;METTET;Namen;
5644;Ermeton-sur-Biert;METTET;Namen;
5646;Stave;METTET;Namen;
5650;Castillon;WALCOURT;Namen;
5650;Chastrès;WALCOURT;Namen;
5650;Clermont;WALCOURT;Namen;
5650;Fontenelle;WALCOURT;Namen;
5650;Fraire;WALCOURT;Namen;
5650;Pry;WALCOURT;Namen;
5650;Vogenée;WALCOURT;Namen;
5650;Walcourt;WALCOURT;Namen;
5650;Yves-Gomezée;WALCOURT;Namen;
5651;Berzée;WALCOURT;Namen;
5651;Gourdinne;WALCOURT;Namen;
5651;Laneffe;WALCOURT;Namen;
5651;Rognée;WALCOURT;Namen;
5651;Somzée;WALCOURT;Namen;
5651;Tarcienne;WALCOURT;Namen;
5651;Thy-le-Château;WALCOURT;Namen;
5660;Aublain;COUVIN;Namen;
5660;Boussu-en-Fagne;COUVIN;Namen;
5660;Brûly;COUVIN;Namen;
5660;Brûly-de-Pesche;COUVIN;Namen;
5660;Couvin;COUVIN;Namen;
5660;Cul-des-Sarts;COUVIN;Namen;
5660;Dailly;COUVIN;Namen;
5660;Frasnes;COUVIN;Namen;
5660;Gonrieux;COUVIN;Namen;
5660;Mariembourg;COUVIN;Namen;
5660;Pesche;COUVIN;Namen;
5660;Pétigny;COUVIN;Namen;
5660;Petite-Chapelle;COUVIN;Namen;
5660;Presgaux;COUVIN;Namen;
5670;Dourbes;VIROINVAL;Namen;
5670;Le Mesnil;VIROINVAL;Namen;
5670;Mazée;VIROINVAL;Namen;
5670;Nismes;VIROINVAL;Namen;
5670;Oignies-en-Thiérache;VIROINVAL;Namen;
5670;Olloy-Sur-Viroin;VIROINVAL;Namen;
5670;Treignes;VIROINVAL;Namen;
5670;Vierves-sur-Viroin;VIROINVAL;Namen;
5680;Doische;DOISCHE;Namen;
5680;Gimnée;DOISCHE;Namen;
5680;Gochenée;DOISCHE;Namen;
5680;Matagne-la-Grande;DOISCHE;Namen;
5680;Matagne-la-Petite;DOISCHE;Namen;
5680;Niverlée;DOISCHE;Namen;
5680;Romerée;DOISCHE;Namen;
5680;Soulme;DOISCHE;Namen;
5680;Vaucelles;DOISCHE;Namen;
5680;Vodelée;DOISCHE;Namen;
6000;Charleroi;CHARLEROI;Henegouwen;
6001;Marcinelle;CHARLEROI;Henegouwen;
6010;Couillet;CHARLEROI;Henegouwen;
6020;Dampremy;CHARLEROI;Henegouwen;
6030;Goutroux;CHARLEROI;Henegouwen;
6030;Marchienne-au-Pont;CHARLEROI;Henegouwen;
6031;Monceau-sur-Sambre;CHARLEROI;Henegouwen;
6032;Mont-sur-Marchienne;CHARLEROI;Henegouwen;
6040;Jumet;CHARLEROI;Henegouwen;
6041;Gosselies;CHARLEROI;Henegouwen;
6042;Lodelinsart;CHARLEROI;Henegouwen;
6043;Ransart;CHARLEROI;Henegouwen;
6044;Roux;CHARLEROI;Henegouwen;
6060;Gilly;CHARLEROI;Henegouwen;
6061;Montignies-sur-Sambre;CHARLEROI;Henegouwen;
6110;Montigny-le-Tilleul;MONTIGNY-LE-TILLEUL;Henegouwen;
6111;Landelies;MONTIGNY-LE-TILLEUL;Henegouwen;
6120;Cour-sur-Heure;HAM-SUR-HEURE;Henegouwen;
6120;Ham-sur-Heure;HAM-SUR-HEURE;Henegouwen;
6120;Jamioulx;HAM-SUR-HEURE;Henegouwen;
6120;Marbaix;HAM-SUR-HEURE;Henegouwen;
6120;Nalinnes;HAM-SUR-HEURE;Henegouwen;
6140;Fontaine-l'Évêque;FONTAINE-L'EVÊQUE;Henegouwen;
6141;Forchies-La-Marche;FONTAINE-L'EVÊQUE;Henegouwen;
6142;Leernes;FONTAINE-L'EVÊQUE;Henegouwen;
6150;Anderlues;ANDERLUES;Henegouwen;
6180;Courcelles;COURCELLES;Henegouwen;
6181;Gouy-lez-Piéton;COURCELLES;Henegouwen;
6182;Souvret;COURCELLES;Henegouwen;
6183;Trazegnies;COURCELLES;Henegouwen;
6200;Bouffioulx;CHÂTELET;Henegouwen;
6200;Châtelet;CHÂTELET;Henegouwen;
6200;Châtelineau;CHÂTELET;Henegouwen;
6210;Frasnes-lez-Gosselies;LES BONS VILLERS;Henegouwen;
6210;Rèves;LES BONS VILLERS;Henegouwen;
6210;Villers-Perwin;LES BONS VILLERS;Henegouwen;
6210;Wayaux;LES BONS VILLERS;Henegouwen;
6211;Mellet;LES BONS VILLERS;Henegouwen;
6220;Fleurus;FLEURUS;Henegouwen;
6220;Heppignies;FLEURUS;Henegouwen;
6220;Lambusart;FLEURUS;Henegouwen;
6220;Wangenies;FLEURUS;Henegouwen;
6221;Saint-Amand;FLEURUS;Henegouwen;
6222;Brye;FLEURUS;Henegouwen;
6223;Wagnelée;FLEURUS;Henegouwen;
6224;Wanfercée-Baulet;FLEURUS;Henegouwen;
6230;Buzet;PONT-À-CELLES;Henegouwen;
6230;Obaix;PONT-À-CELLES;Henegouwen;
6230;Pont-à-Celles;PONT-À-CELLES;Henegouwen;
6230;Thiméon;PONT-À-CELLES;Henegouwen;
6230;Viesville;PONT-À-CELLES;Henegouwen;
6238;Liberchies;PONT-À-CELLES;Henegouwen;
6238;Luttre;PONT-À-CELLES;Henegouwen;
6240;Farciennes;FARCIENNES;Henegouwen;
6240;Pironchamps;FARCIENNES;Henegouwen;
6250;Aiseau;AISEAU-PRESLES;Henegouwen;
6250;Pont-de-Loup;AISEAU-PRESLES;Henegouwen;
6250;Presles;AISEAU-PRESLES;Henegouwen;
6250;Roselies;AISEAU-PRESLES;Henegouwen;
6280;Acoz;GERPINNES;Henegouwen;
6280;Gerpinnes;GERPINNES;Henegouwen;
6280;Gougnies;GERPINNES;Henegouwen;
6280;Joncret;GERPINNES;Henegouwen;
6280;Loverval;GERPINNES;Henegouwen;
6280;Villers-Poterie;GERPINNES;Henegouwen;
6440;Boussu-lez-Walcourt;FROIDCHAPELLE;Henegouwen;
6440;Fourbechies;FROIDCHAPELLE;Henegouwen;
6440;Froidchapelle;FROIDCHAPELLE;Henegouwen;
6440;Vergnies;FROIDCHAPELLE;Henegouwen;
6441;Erpion;FROIDCHAPELLE;Henegouwen;
6460;Bailièvre;CHIMAY;Henegouwen;
6460;Chimay;CHIMAY;Henegouwen;
6460;Robechies;CHIMAY;Henegouwen;
6460;Saint-Remy;CHIMAY;Henegouwen;
6460;Salles;CHIMAY;Henegouwen;
6460;Villers-la-Tour;CHIMAY;Henegouwen;
6461;Virelles;CHIMAY;Henegouwen;
6462;Vaulx-lez-Chimay;CHIMAY;Henegouwen;
6463;Lompret;CHIMAY;Henegouwen;
6464;Baileux;CHIMAY;Henegouwen;
6464;Bourlers;CHIMAY;Henegouwen;
6464;Forges;CHIMAY;Henegouwen;
6464;l'Escaillère;CHIMAY;Henegouwen;
6464;Rièzes;CHIMAY;Henegouwen;
6470;Grandrieu;SIVRY-RANCE;Henegouwen;
6470;Montbliart;SIVRY-RANCE;Henegouwen;
6470;Rance;SIVRY-RANCE;Henegouwen;
6470;Sautin;SIVRY-RANCE;Henegouwen;
6470;Sivry;SIVRY-RANCE;Henegouwen;
6500;Barbençon;BEAUMONT;Henegouwen;
6500;Beaumont;BEAUMONT;Henegouwen;
6500;Leugnies;BEAUMONT;Henegouwen;
6500;Leval-Chaudeville;BEAUMONT;Henegouwen;
6500;Renlies;BEAUMONT;Henegouwen;
6500;Solre-Saint-Géry;BEAUMONT;Henegouwen;
6500;Thirimont;BEAUMONT;Henegouwen;
6511;Strée;BEAUMONT;Henegouwen;
6530;Leers-et-Fosteau;THUIN;Henegouwen;
6530;Thuin;THUIN;Henegouwen;
6531;Biesme-sous-Thuin;THUIN;Henegouwen;
6532;Ragnies;THUIN;Henegouwen;
6533;Biercée;THUIN;Henegouwen;
6534;Gozée;THUIN;Henegouwen;
6536;Donstiennes;THUIN;Henegouwen;
6536;Thuillies;THUIN;Henegouwen;
6540;Lobbes;LOBBES;Henegouwen;
6540;Mont-Sainte-Geneviève;LOBBES;Henegouwen;
6542;Sars-la-Buissière;LOBBES;Henegouwen;
6543;Bienne-lez-Happart;LOBBES;Henegouwen;
6560;Bersillies-l'Abbaye;ERQUELINNES;Henegouwen;
6560;Erquelinnes;ERQUELINNES;Henegouwen;
6560;Grand-Reng;ERQUELINNES;Henegouwen;
6560;Hantes-Wihéries;ERQUELINNES;Henegouwen;
6560;Montignies-Saint-Christophe;ERQUELINNES;Henegouwen;
6560;Solre-sur-Sambre;ERQUELINNES;Henegouwen;
6567;Fontaine-Valmont;MERBES-LE-CHÂTEAU;Henegouwen;
6567;Labuissière;MERBES-LE-CHÂTEAU;Henegouwen;
6567;Merbes-le-Château;MERBES-LE-CHÂTEAU;Henegouwen;
6567;Merbes-Sainte-Marie;MERBES-LE-CHÂTEAU;Henegouwen;
6590;Momignies;MOMIGNIES;Henegouwen;
6591;Macon;MOMIGNIES;Henegouwen;
6592;Monceau-Imbrechies;MOMIGNIES;Henegouwen;
6593;Macquenoise;MOMIGNIES;Henegouwen;
6594;Beauwelz;MOMIGNIES;Henegouwen;
6596;Forge-Philippe;MOMIGNIES;Henegouwen;
6596;Seloignes;MOMIGNIES;Henegouwen;
7000;Mons;MONS;Henegouwen;
7011;Ghlin;MONS;Henegouwen;
7012;Flénu;MONS;Henegouwen;
7012;Jemappes;MONS;Henegouwen;
7020;Maisières;MONS;Henegouwen;
7020;Nimy;MONS;Henegouwen;
7021;Havré;MONS;Henegouwen;
7022;Harmignies;MONS;Henegouwen;
7022;Harveng;MONS;Henegouwen;
7022;Hyon;MONS;Henegouwen;
7022;Mesvin;MONS;Henegouwen;
7022;Nouvelles;MONS;Henegouwen;
7024;Ciply;MONS;Henegouwen;
7030;Saint-Symphorien;MONS;Henegouwen;
7031;Villers-Saint-Ghislain;MONS;Henegouwen;
7032;Spiennes;MONS;Henegouwen;
7033;Cuesmes;MONS;Henegouwen;
7034;Obourg;MONS;Henegouwen;
7034;Saint-Denis;MONS;Henegouwen;
7040;Asquillies;QUÉVY;Henegouwen;
7040;Aulnois;QUÉVY;Henegouwen;
7040;Blaregnies;QUÉVY;Henegouwen;
7040;Bougnies;QUÉVY;Henegouwen;
7040;Genly;QUÉVY;Henegouwen;
7040;Goegnies-Chaussée;QUÉVY;Henegouwen;
7040;Quévy-le-Grand;QUÉVY;Henegouwen;
7040;Quévy-le-Petit;QUÉVY;Henegouwen;
7041;Givry;QUÉVY;Henegouwen;
7041;Havay;QUÉVY;Henegouwen;
7050;Erbaut;JURBISE;Henegouwen;
7050;Erbisoeul;JURBISE;Henegouwen;
7050;Herchies;JURBISE;Henegouwen;
7050;Jurbise;JURBISE;Henegouwen;
7050;Masnuy-Saint-Jean;JURBISE;Henegouwen;
7050;Masnuy-Saint-Pierre;JURBISE;Henegouwen;
7060;Horrues;SOIGNIES;Henegouwen;
7060;Soignies;SOIGNIES;Henegouwen;
7061;Casteau;SOIGNIES;Henegouwen;
7061;Thieusies;SOIGNIES;Henegouwen;
7062;Naast;SOIGNIES;Henegouwen;
7063;Chaussée-Notre-Dame-Louvignies;SOIGNIES;Henegouwen;
7063;Neufvilles;SOIGNIES;Henegouwen;
7070;Gottignies;LE ROEULX;Henegouwen;
7070;Le Roeulx;LE ROEULX;Henegouwen;
7070;Mignault;LE ROEULX;Henegouwen;
7070;Thieu;LE ROEULX;Henegouwen;
7070;Ville-sur-Haine;LE ROEULX;Henegouwen;
7080;Eugies;FRAMERIES;Henegouwen;
7080;Frameries;FRAMERIES;Henegouwen;
7080;La Bouverie;FRAMERIES;Henegouwen;
7080;Noirchain;FRAMERIES;Henegouwen;
7080;Sars-la-Bruyère;FRAMERIES;Henegouwen;
7090;Braine-le-Comte;BRAINE-LE-COMTE;Henegouwen;
7090;Hennuyères;BRAINE-LE-COMTE;Henegouwen;
7090;Henripont;BRAINE-LE-COMTE;Henegouwen;
7090;Petit-R;BRAINE-LE-COMTE;Henegouwen;
7090;Ronquières;BRAINE-LE-COMTE;Henegouwen;
7090;Steenkerque;BRAINE-LE-COMTE;Henegouwen;
7100;Haine-Saint-Paul;LA LOUVIÈRE;Henegouwen;
7100;Haine-Saint-Pierre;LA LOUVIÈRE;Henegouwen;
7100;La Louvière;LA LOUVIÈRE;Henegouwen;
7100;Saint-Vaast;LA LOUVIÈRE;Henegouwen;
7100;Trivières;LA LOUVIÈRE;Henegouwen;
7110;Boussoit;LA LOUVIÈRE;Henegouwen;
7110;Houdeng-Aimeries;LA LOUVIÈRE;Henegouwen;
7110;Houdeng-Goegnies;LA LOUVIÈRE;Henegouwen;
